district_name_encoded,season_encoded,crop_year,area_,production_,yield,district_name,season,state_name,crop,temperature,temp_max_daily,temp_min_daily,precipitation,precipitation_sum_daily,sunshine_duration_daily,soil_temp_0cm,soil_temp_6cm,soil_moisture_0_1cm,soil_moisture_3_9cm
69,0,2007,10419.782894470814,1738.1211344827132,2.065722819606052,Sitapur,Kharif,Uttar Pradesh,Bajra,30.487456381854344,30.52711876939031,22.950611444901444,2.181492080653594,6.3878932448966195,24073.613388033322,25.516049902789035,20.25749728097514,0.3137578400572251,0.22784951033927545
29,0,2002,2719.2645811156062,9834.00626211002,0.7944628901624988,Ghaziabad,Kharif,Uttar Pradesh,Bajra,29.550807975423027,28.205464393109196,13.8198663557657,0.2650757949986591,5.384809882049658,42338.0328990651,13.01152817661744,24.485331422146807,0.1821544259604883,0.12313474390245507
45,0,2007,1.0,27907.713660468387,0.9750383537508299,Kheri,Kharif,Uttar Pradesh,Bajra,23.28390112406511,33.53406267571451,19.752829126415794,0.14698472131662643,2.4907051180493056,35730.57892477798,35.86555129848987,16.358388837974356,0.0,0.28842807363889145
41,0,2001,1.0,14919.719090303131,0.5679069185741271,Kanpur Dehat,Kharif,Uttar Pradesh,Bajra,37.98699250426725,34.4161914793528,5.436305281587745,1.203626816678627,6.7216426704854415,53286.949732336114,34.724202717515546,32.34909614030587,0.16127888768334284,0.36922179161524077
29,0,2013,73202.7545190422,154745.0446579376,2.2447497303317108,Ghaziabad,Kharif,Uttar Pradesh,Bajra,37.54881552185654,30.675810376677056,22.136573929859892,1.3732459650490894,4.746985691579309,43081.57379532149,34.80123001573777,11.354576508195857,0.11483710242614781,0.30309708357823706
44,0,2014,2439.6592816878065,0.1,1.3899099930146792,Kaushambi,Kharif,Uttar Pradesh,Bajra,8.342548279308279,42.7527759647569,23.5197729319029,0.593446898457945,5.015071098416195,25681.17071242214,32.6509729756958,32.301694430587176,0.10095603730444905,0.20137148561467996
3,0,2007,3315.038454090732,0.1,1.8058821706630965,Ambedkar Nagar,Kharif,Uttar Pradesh,Bajra,19.87875272807868,48.0,25.35395639164742,1.0760171414454616,9.595866707527444,20830.812979147813,34.114195851696365,25.53905235560873,0.22800671515617355,0.10023831879107836
4,0,2004,1.0,12374.23869692623,1.0835370954432793,Amethi,Kharif,Uttar Pradesh,Bajra,38.07978049814382,27.349245602871854,28.513631256162856,0.5534458848971293,8.290047197725377,35627.04865388165,24.75014741842754,19.560918910215463,0.1447260155039864,0.22002018364875378
33,0,2005,1.0,17196.402293957755,1.5354407583013954,Hamirpur,Kharif,Uttar Pradesh,Bajra,20.8173168545528,30.974625946924306,18.02870431680601,1.01779667887289,8.755036274122132,39328.26871559853,14.171336126698163,25.75878681041386,0.07504419444180334,0.19012448749497277
1,0,2013,115703.949448029,229234.95733386316,2.3187176441570134,Aligarh,Kharif,Uttar Pradesh,Bajra,13.798101779266364,41.40512893789149,35.0,0.22376824179965077,10.68065350848868,31136.588485811346,30.47779827879266,22.505548295442654,0.0608133379086436,0.2400869903873057
